class,cap_shape,cap_surface,cap_color,odor,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
edible,convex,smooth,white,none,crowded,broad,pink,tapering,equal,partial,white,1,evanescent,brown,abundant,grasses
edible,convex,fibrous,brown,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,flat,fibrous,brown,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,flat,fibrous,gray,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,scaly,gray,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,fibrous,red,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,scaly,red,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,fibrous,brown,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,flat,scaly,gray,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,scaly,gray,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,brown,several,woods
poisonous,convex,smooth,pink,creosote,crowded,narrow,gray,enlarging,bulbous,partial,white,1,pendant,brown,scattered,woods
edible,convex,scaly,brown,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,flat,fibrous,gray,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,scaly,red,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,flat,fibrous,brown,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,scaly,brown,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,fibrous,gray,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,flat,fibrous,brown,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,scaly,brown,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,scaly,brown,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,fibrous,red,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,flat,fibrous,gray,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,scaly,red,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,scaly,red,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,flat,fibrous,brown,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,convex,fibrous,red,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,fibrous,red,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,convex,fibrous,white,none,crowded,broad,black,tapering,equal,partial,white,1,evanescent,brown,scattered,grasses
edible,convex,scaly,gray,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,fibrous,red,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,scaly,gray,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,fibrous,red,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,fibrous,gray,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,red,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,flat,scaly,gray,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,scaly,red,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,scaly,gray,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,flat,fibrous,gray,none,crowded,broad,chocolate,tapering,equal,partial,white,1,evanescent,black,scattered,grasses
poisonous,convex,fibrous,gray,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,solitary,paths
edible,convex,fibrous,red,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,scaly,red,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
poisonous,flat,smooth,white,pungent,close,narrow,white,enlarging,equal,partial,white,1,pendant,black,several,grasses
edible,flat,scaly,brown,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,fibrous,red,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,convex,scaly,red,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,fibrous,gray,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,scaly,gray,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,fibrous,gray,none,crowded,broad,brown,tapering,equal,partial,white,1,evanescent,brown,abundant,grasses
edible,convex,fibrous,brown,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,flat,fibrous,red,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,scaly,gray,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,flat,fibrous,brown,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,flat,fibrous,gray,none,crowded,broad,chocolate,tapering,equal,partial,white,1,evanescent,brown,scattered,grasses
edible,flat,fibrous,gray,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,scaly,brown,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,flat,fibrous,gray,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,flat,scaly,brown,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,convex,fibrous,gray,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,scaly,red,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,scaly,brown,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,flat,smooth,gray,none,crowded,broad,brown,tapering,equal,partial,white,1,evanescent,brown,abundant,grasses
edible,convex,fibrous,brown,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,flat,fibrous,brown,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,scaly,red,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,convex,scaly,red,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,scaly,brown,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,flat,smooth,white,none,crowded,broad,chocolate,tapering,equal,partial,white,1,evanescent,black,abundant,grasses
edible,convex,scaly,brown,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,scaly,red,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,fibrous,gray,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,flat,fibrous,gray,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,flat,fibrous,brown,none,crowded,broad,brown,tapering,equal,partial,white,1,evanescent,black,scattered,grasses
edible,flat,fibrous,gray,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,scaly,red,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,flat,fibrous,gray,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,scaly,brown,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,convex,fibrous,red,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,fibrous,brown,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,convex,fibrous,gray,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,flat,fibrous,gray,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,fibrous,brown,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,scaly,brown,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,convex,fibrous,red,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,flat,fibrous,gray,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,scaly,brown,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
poisonous,convex,smooth,pink,creosote,crowded,narrow,brown,enlarging,bulbous,partial,white,1,pendant,black,several,woods
edible,flat,scaly,gray,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,flat,fibrous,brown,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
poisonous,flat,smooth,brown,pungent,close,narrow,pink,enlarging,equal,partial,white,1,pendant,black,scattered,urban
edible,convex,scaly,brown,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,scaly,gray,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,scaly,red,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,scaly,red,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,scaly,red,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,fibrous,gray,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,flat,smooth,white,none,crowded,broad,brown,tapering,equal,partial,white,1,evanescent,black,scattered,grasses
edible,convex,scaly,gray,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,fibrous,brown,none,crowded,broad,pink,tapering,equal,partial,white,1,evanescent,brown,scattered,grasses
edible,convex,fibrous,brown,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,convex,scaly,gray,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,scaly,red,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,scaly,brown,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,fibrous,gray,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,fibrous,gray,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,scaly,gray,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,scaly,gray,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,gray,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,fibrous,red,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,scaly,red,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,fibrous,brown,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,fibrous,brown,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,flat,fibrous,brown,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,flat,fibrous,brown,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,convex,scaly,gray,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,fibrous,red,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,flat,scaly,brown,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,scaly,red,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,flat,scaly,brown,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,scaly,gray,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,flat,fibrous,brown,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,scaly,gray,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,scaly,red,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,scaly,brown,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,fibrous,gray,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,fibrous,red,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,convex,fibrous,brown,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,flat,fibrous,brown,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,gray,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,fibrous,brown,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,scaly,red,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,flat,fibrous,brown,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,convex,scaly,brown,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,black,several,woods
edible,flat,fibrous,brown,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,black,solitary,woods
edible,convex,scaly,red,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,convex,scaly,red,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
edible,convex,fibrous,gray,none,close,broad,white,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,convex,fibrous,gray,none,close,broad,pink,tapering,bulbous,partial,white,1,pendant,brown,several,woods
edible,flat,fibrous,red,none,close,broad,purple,tapering,bulbous,partial,white,1,pendant,brown,several,woods
